Glottocode,LanguageName,Phoneme,affiliation
trum1247,TRUMAI,p,Language isolate
trum1247,TRUMAI,r̪,Language isolate
trum1247,TRUMAI,s,Language isolate
trum1247,TRUMAI,ʃ,Language isolate
trum1247,TRUMAI,t,Language isolate
trum1247,TRUMAI,t̪,Language isolate
trum1247,TRUMAI,ts,Language isolate
trum1247,TRUMAI,u,Language isolate
trum1247,TRUMAI,w,Language isolate
trum1247,TRUMAI,xː,Language isolate
trum1247,TRUMAI,ʔ,Language isolate
toar1246,TAORIPI,a,Trans-New Guinea
toar1246,TAORIPI,e̞,Trans-New Guinea
toar1246,TAORIPI,f,Trans-New Guinea
toar1246,TAORIPI,h,Trans-New Guinea
toar1246,TAORIPI,i,Trans-New Guinea
toar1246,TAORIPI,k,Trans-New Guinea
toar1246,TAORIPI,l̪|l,Trans-New Guinea
toar1246,TAORIPI,m,Trans-New Guinea
toar1246,TAORIPI,o̞,Trans-New Guinea
toar1246,TAORIPI,ɔ,Trans-New Guinea
toar1246,TAORIPI,p,Trans-New Guinea
toar1246,TAORIPI,s̪|s,Trans-New Guinea
toar1246,TAORIPI,t̪|t,Trans-New Guinea
toar1246,TAORIPI,u,Trans-New Guinea
tonk1249,TONKAWA,a,Language isolate
tonk1249,TONKAWA,aː,Language isolate
tonk1249,TONKAWA,eː,Language isolate
tonk1249,TONKAWA,ɛ,Language isolate
tonk1249,TONKAWA,h,Language isolate
tonk1249,TONKAWA,i,Language isolate
tonk1249,TONKAWA,iː,Language isolate
tonk1249,TONKAWA,j,Language isolate
tonk1249,TONKAWA,k,Language isolate
tonk1249,TONKAWA,kʷ,Language isolate
tonk1249,TONKAWA,l̪,Language isolate
tonk1249,TONKAWA,m,Language isolate
tonk1249,TONKAWA,n̪,Language isolate
tonk1249,TONKAWA,oː,Language isolate
tonk1249,TONKAWA,ɔ,Language isolate
tonk1249,TONKAWA,p,Language isolate
tonk1249,TONKAWA,s̪|s,Language isolate
tonk1249,TONKAWA,t̪|t,Language isolate
tonk1249,TONKAWA,t̪s̪|ts,Language isolate
tonk1249,TONKAWA,u,Language isolate
tonk1249,TONKAWA,uː,Language isolate
tonk1249,TONKAWA,w,Language isolate
tonk1249,TONKAWA,x,Language isolate
tonk1249,TONKAWA,xʷ,Language isolate
tonk1249,TONKAWA,ʔ,Language isolate
lish1246,NEO-ARAMAIC,a,Afro-Asiatic
lish1246,NEO-ARAMAIC,aː,Afro-Asiatic
lish1246,NEO-ARAMAIC,aˤ,Afro-Asiatic
lish1246,NEO-ARAMAIC,aˤː,Afro-Asiatic
lish1246,NEO-ARAMAIC,b,Afro-Asiatic
lish1246,NEO-ARAMAIC,d̪,Afro-Asiatic
lish1246,NEO-ARAMAIC,d̠ʒ,Afro-Asiatic
lish1246,NEO-ARAMAIC,e̞,Afro-Asiatic
lish1246,NEO-ARAMAIC,e̞ˤ,Afro-Asiatic
lish1246,NEO-ARAMAIC,f,Afro-Asiatic
lish1246,NEO-ARAMAIC,ɡ,Afro-Asiatic
lish1246,NEO-ARAMAIC,h,Afro-Asiatic
lish1246,NEO-ARAMAIC,i,Afro-Asiatic
lish1246,NEO-ARAMAIC,iː,Afro-Asiatic
lish1246,NEO-ARAMAIC,iˤ,Afro-Asiatic
lish1246,NEO-ARAMAIC,iˤː,Afro-Asiatic
lish1246,NEO-ARAMAIC,j,Afro-Asiatic
lish1246,NEO-ARAMAIC,k,Afro-Asiatic
lish1246,NEO-ARAMAIC,l,Afro-Asiatic
lish1246,NEO-ARAMAIC,m,Afro-Asiatic
lish1246,NEO-ARAMAIC,n̪,Afro-Asiatic
lish1246,NEO-ARAMAIC,o̞,Afro-Asiatic
lish1246,NEO-ARAMAIC,o̞ˤ,Afro-Asiatic
lish1246,NEO-ARAMAIC,p,Afro-Asiatic
lish1246,NEO-ARAMAIC,q,Afro-Asiatic
lish1246,NEO-ARAMAIC,ɾ,Afro-Asiatic
lish1246,NEO-ARAMAIC,ʁ,Afro-Asiatic
lish1246,NEO-ARAMAIC,s,Afro-Asiatic
lish1246,NEO-ARAMAIC,ʃ,Afro-Asiatic
lish1246,NEO-ARAMAIC,t̪,Afro-Asiatic
lish1246,NEO-ARAMAIC,t̠ʃ,Afro-Asiatic
lish1246,NEO-ARAMAIC,u,Afro-Asiatic
lish1246,NEO-ARAMAIC,uː,Afro-Asiatic
lish1246,NEO-ARAMAIC,uˤ,Afro-Asiatic
lish1246,NEO-ARAMAIC,uˤː,Afro-Asiatic
lish1246,NEO-ARAMAIC,z,Afro-Asiatic
lish1246,NEO-ARAMAIC,ʒ,Afro-Asiatic
lish1246,NEO-ARAMAIC,ʔ,Afro-Asiatic
lish1246,NEO-ARAMAIC,β,Afro-Asiatic
lish1246,NEO-ARAMAIC,χ,Afro-Asiatic
nucl1649,TSIMSHIAN,a,Tsimshian
nucl1649,TSIMSHIAN,b,Tsimshian
nucl1649,TSIMSHIAN,d,Tsimshian
nucl1649,TSIMSHIAN,dz,Tsimshian
nucl1649,TSIMSHIAN,ɡ,Tsimshian
nucl1649,TSIMSHIAN,ɡʲ,Tsimshian
nucl1649,TSIMSHIAN,ɡʷ,Tsimshian
nucl1649,TSIMSHIAN,ɢ,Tsimshian
nucl1649,TSIMSHIAN,h,Tsimshian
nucl1649,TSIMSHIAN,i,Tsimshian
nucl1649,TSIMSHIAN,j,Tsimshian
nucl1649,TSIMSHIAN,j̰,Tsimshian
nucl1649,TSIMSHIAN,k,Tsimshian
nucl1649,TSIMSHIAN,kʲ,Tsimshian
nucl1649,TSIMSHIAN,kʲʼ,Tsimshian
nucl1649,TSIMSHIAN,kʷ,Tsimshian
nucl1649,TSIMSHIAN,kʷʼ,Tsimshian
nucl1649,TSIMSHIAN,kʼ,Tsimshian
nucl1649,TSIMSHIAN,l,Tsimshian
nucl1649,TSIMSHIAN,l̰,Tsimshian
nucl1649,TSIMSHIAN,ɬ,Tsimshian
nucl1649,TSIMSHIAN,m,Tsimshian
nucl1649,TSIMSHIAN,m̰,Tsimshian
nucl1649,TSIMSHIAN,n,Tsimshian
nucl1649,TSIMSHIAN,n̰,Tsimshian
nucl1649,TSIMSHIAN,p,Tsimshian
nucl1649,TSIMSHIAN,pʼ,Tsimshian
nucl1649,TSIMSHIAN,q,Tsimshian
nucl1649,TSIMSHIAN,qʼ,Tsimshian
nucl1649,TSIMSHIAN,s,Tsimshian
nucl1649,TSIMSHIAN,t,Tsimshian
nucl1649,TSIMSHIAN,ts,Tsimshian
nucl1649,TSIMSHIAN,tsʼ,Tsimshian
nucl1649,TSIMSHIAN,tʼ,Tsimshian
nucl1649,TSIMSHIAN,u,Tsimshian
nucl1649,TSIMSHIAN,ɰ,Tsimshian
nucl1649,TSIMSHIAN,ɰ̰,Tsimshian
nucl1649,TSIMSHIAN,w,Tsimshian
nucl1649,TSIMSHIAN,w̰,Tsimshian
nucl1649,TSIMSHIAN,ʔ,Tsimshian
nucl1649,TSIMSHIAN,χ,Tsimshian
tsou1248,TSOU,a,Austronesian
tsou1248,TSOU,b̰,Austronesian
tsou1248,TSOU,e̞,Austronesian
tsou1248,TSOU,f,Austronesian
tsou1248,TSOU,h,Austronesian
tsou1248,TSOU,i,Austronesian
tsou1248,TSOU,k,Austronesian
tsou1248,TSOU,l̪̰|l̰,Austronesian
tsou1248,TSOU,m,Austronesian
tsou1248,TSOU,n̪|n,Austronesian
tsou1248,TSOU,ŋ,Austronesian
tsou1248,TSOU,o̞,Austronesian
tsou1248,TSOU,p,Austronesian
tsou1248,TSOU,ʂ,Austronesian
tsou1248,TSOU,t̪|t,Austronesian
tsou1248,TSOU,ʈʂ,Austronesian
tsou1248,TSOU,u,Austronesian
tsou1248,TSOU,ʉ,Austronesian
tsou1248,TSOU,v,Austronesian
tsou1248,TSOU,ʐ,Austronesian
tsou1248,TSOU,ʔ,Austronesian
pure1242,TARASCAN,a,Tarascan
pure1242,TARASCAN,b,Tarascan
pure1242,TARASCAN,d,Tarascan
pure1242,TARASCAN,ɛ,Tarascan
pure1242,TARASCAN,f,Tarascan
pure1242,TARASCAN,ɡ,Tarascan
pure1242,TARASCAN,h,Tarascan
pure1242,TARASCAN,i,Tarascan
pure1242,TARASCAN,ɨ˞,Tarascan
pure1242,TARASCAN,j,Tarascan
pure1242,TARASCAN,k,Tarascan
pure1242,TARASCAN,kʰ,Tarascan
pure1242,TARASCAN,kʷ,Tarascan
pure1242,TARASCAN,kʷʰ,Tarascan
pure1242,TARASCAN,l̪|l,Tarascan
pure1242,TARASCAN,ɭ,Tarascan
pure1242,TARASCAN,m,Tarascan
pure1242,TARASCAN,n̪|n,Tarascan
pure1242,TARASCAN,ɲ,Tarascan
pure1242,TARASCAN,ŋ,Tarascan
pure1242,TARASCAN,o,Tarascan
pure1242,TARASCAN,p,Tarascan
pure1242,TARASCAN,pʰ,Tarascan
pure1242,TARASCAN,ɸ,Tarascan
pure1242,TARASCAN,r,Tarascan
pure1242,TARASCAN,ɹ,Tarascan
pure1242,TARASCAN,s̪|s,Tarascan
pure1242,TARASCAN,ʂ,Tarascan
pure1242,TARASCAN,ʃ,Tarascan
pure1242,TARASCAN,t,Tarascan
pure1242,TARASCAN,tʰ,Tarascan
pure1242,TARASCAN,ts,Tarascan
pure1242,TARASCAN,tsʰ,Tarascan
pure1242,TARASCAN,t̠ʃ,Tarascan
pure1242,TARASCAN,t̠ʃʰ,Tarascan
pure1242,TARASCAN,u,Tarascan
pure1242,TARASCAN,w,Tarascan
pure1242,TARASCAN,x,Tarascan
pure1242,TARASCAN,ʔ,Tarascan
tera1251,TERA,a,Afro-Asiatic
tera1251,TERA,b,Afro-Asiatic
tera1251,TERA,ɓ,Afro-Asiatic
tera1251,TERA,ɓʲ,Afro-Asiatic
tera1251,TERA,cç,Afro-Asiatic
tera1251,TERA,ɕ,Afro-Asiatic
tera1251,TERA,d,Afro-Asiatic
tera1251,TERA,ɗ,Afro-Asiatic
tera1251,TERA,e̞,Afro-Asiatic
tera1251,TERA,f,Afro-Asiatic
tera1251,TERA,ɡ,Afro-Asiatic
tera1251,TERA,ɡʷ,Afro-Asiatic
tera1251,TERA,ɠ,Afro-Asiatic
tera1251,TERA,ɣ,Afro-Asiatic
tera1251,TERA,ɣʷ,Afro-Asiatic
tera1251,TERA,i,Afro-Asiatic
tera1251,TERA,ɨ,Afro-Asiatic
tera1251,TERA,j,Afro-Asiatic
tera1251,TERA,ɟʝ,Afro-Asiatic
tera1251,TERA,ʄ,Afro-Asiatic
tera1251,TERA,k,Afro-Asiatic
tera1251,TERA,kʷ,Afro-Asiatic
tera1251,TERA,l,Afro-Asiatic
tera1251,TERA,ɬ,Afro-Asiatic
tera1251,TERA,ɮ,Afro-Asiatic
tera1251,TERA,m,Afro-Asiatic
tera1251,TERA,mb,Afro-Asiatic
tera1251,TERA,n,Afro-Asiatic
tera1251,TERA,nd,Afro-Asiatic
tera1251,TERA,ɲ,Afro-Asiatic
tera1251,TERA,ɲɟʝ,Afro-Asiatic
tera1251,TERA,ŋ,Afro-Asiatic
tera1251,TERA,ŋɡ,Afro-Asiatic
tera1251,TERA,ŋɡʷ,Afro-Asiatic
tera1251,TERA,o̞,Afro-Asiatic
tera1251,TERA,p,Afro-Asiatic
tera1251,TERA,pʲ,Afro-Asiatic
tera1251,TERA,r,Afro-Asiatic
tera1251,TERA,s,Afro-Asiatic
tera1251,TERA,t,Afro-Asiatic
tera1251,TERA,u,Afro-Asiatic
tera1251,TERA,v,Afro-Asiatic
tera1251,TERA,vʲ,Afro-Asiatic
tera1251,TERA,w,Afro-Asiatic
tera1251,TERA,x,Afro-Asiatic
tera1251,TERA,xʷ,Afro-Asiatic
tera1251,TERA,z,Afro-Asiatic
tera1251,TERA,ʑ,Afro-Asiatic
tuni1252,TUNICA,a,Language isolate
tuni1252,TUNICA,b,Language isolate
tuni1252,TUNICA,d,Language isolate
tuni1252,TUNICA,e,Language isolate
tuni1252,TUNICA,ɛ,Language isolate
tuni1252,TUNICA,ɡ,Language isolate
tuni1252,TUNICA,h,Language isolate
tuni1252,TUNICA,i,Language isolate
tuni1252,TUNICA,j,Language isolate
tuni1252,TUNICA,kʰ,Language isolate
tuni1252,TUNICA,l,Language isolate
tuni1252,TUNICA,m,Language isolate
tuni1252,TUNICA,n,Language isolate
tuni1252,TUNICA,o,Language isolate
tuni1252,TUNICA,ɔ,Language isolate
tuni1252,TUNICA,pʰ,Language isolate
tuni1252,TUNICA,r,Language isolate
tuni1252,TUNICA,s,Language isolate
tuni1252,TUNICA,ʃ,Language isolate
tuni1252,TUNICA,tʰ,Language isolate
tuni1252,TUNICA,t̠ʃʰ,Language isolate
tuni1252,TUNICA,u,Language isolate
tuni1252,TUNICA,w,Language isolate
tuni1252,TUNICA,ʔ,Language isolate
nucl1301,TURKISH,a,Altaic
nucl1301,TURKISH,b,Altaic
nucl1301,TURKISH,c,Altaic
nucl1301,TURKISH,d̪,Altaic
nucl1301,TURKISH,d̠ʒ,Altaic
nucl1301,TURKISH,ɛ,Altaic
nucl1301,TURKISH,f,Altaic
nucl1301,TURKISH,ɡ,Altaic
nucl1301,TURKISH,ɣ,Altaic
nucl1301,TURKISH,h,Altaic
nucl1301,TURKISH,ɪ,Altaic
nucl1301,TURKISH,j,Altaic
nucl1301,TURKISH,ɟ,Altaic
nucl1301,TURKISH,k,Altaic
nucl1301,TURKISH,l̪|l,Altaic
nucl1301,TURKISH,ʎ,Altaic
nucl1301,TURKISH,m,Altaic
nucl1301,TURKISH,n̪,Altaic
nucl1301,TURKISH,o̞,Altaic
nucl1301,TURKISH,œ,Altaic
nucl1301,TURKISH,p,Altaic
nucl1301,TURKISH,r,Altaic
nucl1301,TURKISH,s,Altaic
nucl1301,TURKISH,ʃ,Altaic
nucl1301,TURKISH,t̪,Altaic
nucl1301,TURKISH,t̠ʃ,Altaic
nucl1301,TURKISH,ɯ̞,Altaic
nucl1301,TURKISH,ʊ,Altaic
nucl1301,TURKISH,v,Altaic
nucl1301,TURKISH,ʏ,Altaic
nucl1301,TURKISH,z,Altaic
nucl1301,TURKISH,ʒ,Altaic
nucl1301,TURKISH,ʔ,Altaic
nort1550,PICURIS,ɑ,Kiowa-Tanoan
nort1550,PICURIS,ɑ̃,Kiowa-Tanoan
nort1550,PICURIS,b,Kiowa-Tanoan
nort1550,PICURIS,d̪|d,Kiowa-Tanoan
nort1550,PICURIS,e,Kiowa-Tanoan
nort1550,PICURIS,ẽ,Kiowa-Tanoan
nort1550,PICURIS,ə,Kiowa-Tanoan
nort1550,PICURIS,ə̃,Kiowa-Tanoan
nort1550,PICURIS,ɡ,Kiowa-Tanoan
nort1550,PICURIS,h,Kiowa-Tanoan
nort1550,PICURIS,i,Kiowa-Tanoan
nort1550,PICURIS,ĩ,Kiowa-Tanoan
nort1550,PICURIS,j,Kiowa-Tanoan
nort1550,PICURIS,k,Kiowa-Tanoan
nort1550,PICURIS,kʷ,Kiowa-Tanoan
nort1550,PICURIS,kʷʼ,Kiowa-Tanoan
nort1550,PICURIS,kʼ,Kiowa-Tanoan
nort1550,PICURIS,l̪|l,Kiowa-Tanoan
nort1550,PICURIS,ɬ̪|ɬ,Kiowa-Tanoan
nort1550,PICURIS,m,Kiowa-Tanoan
nort1550,PICURIS,n̪|n,Kiowa-Tanoan
nort1550,PICURIS,o,Kiowa-Tanoan
nort1550,PICURIS,õ,Kiowa-Tanoan
nort1550,PICURIS,p,Kiowa-Tanoan
nort1550,PICURIS,pʰ,Kiowa-Tanoan
nort1550,PICURIS,pʼ,Kiowa-Tanoan
nort1550,PICURIS,R̪|R,Kiowa-Tanoan
nort1550,PICURIS,s̪|s,Kiowa-Tanoan
nort1550,PICURIS,t̪|t,Kiowa-Tanoan
nort1550,PICURIS,t̪ʰ|tʰ,Kiowa-Tanoan
nort1550,PICURIS,t̠ʃ,Kiowa-Tanoan
nort1550,PICURIS,t̪ʼ|tʼ,Kiowa-Tanoan
nort1550,PICURIS,u,Kiowa-Tanoan
nort1550,PICURIS,ũ,Kiowa-Tanoan
nort1550,PICURIS,w,Kiowa-Tanoan
nort1550,PICURIS,x,Kiowa-Tanoan
nort1550,PICURIS,xʷ,Kiowa-Tanoan
nort1550,PICURIS,ʔ,Kiowa-Tanoan
tuvi1240,TUVA,ɑ,Altaic
tuvi1240,TUVA,b,Altaic
tuvi1240,TUVA,d̪,Altaic
tuvi1240,TUVA,d̪z̪,Altaic
tuvi1240,TUVA,d̠ʒ,Altaic
tuvi1240,TUVA,e,Altaic
tuvi1240,TUVA,ɛ,Altaic
tuvi1240,TUVA,ɤ,Altaic
tuvi1240,TUVA,f,Altaic
tuvi1240,TUVA,ɡ,Altaic
tuvi1240,TUVA,i,Altaic
tuvi1240,TUVA,j,Altaic
tuvi1240,TUVA,k,Altaic
tuvi1240,TUVA,l̪,Altaic
tuvi1240,TUVA,m,Altaic
tuvi1240,TUVA,n̪,Altaic
tuvi1240,TUVA,ŋ,Altaic
tuvi1240,TUVA,o,Altaic
tuvi1240,TUVA,ø,Altaic
tuvi1240,TUVA,p,Altaic
tuvi1240,TUVA,r,Altaic
tuvi1240,TUVA,s̪,Altaic
tuvi1240,TUVA,ʃ,Altaic
tuvi1240,TUVA,t̪,Altaic
tuvi1240,TUVA,t̪s̪,Altaic
tuvi1240,TUVA,t̠ʃ,Altaic
tuvi1240,TUVA,u,Altaic
tuvi1240,TUVA,y,Altaic
tuvi1240,TUVA,β,Altaic
tzel1254,TZELTAL,a,Mayan
tzel1254,TZELTAL,b,Mayan
tzel1254,TZELTAL,d̪,Mayan
tzel1254,TZELTAL,e̞,Mayan
tzel1254,TZELTAL,ɡ,Mayan
tzel1254,TZELTAL,h,Mayan
tzel1254,TZELTAL,ɪ,Mayan
tzel1254,TZELTAL,kʰ,Mayan
tzel1254,TZELTAL,kʼ,Mayan
tzel1254,TZELTAL,l̪,Mayan
tzel1254,TZELTAL,m,Mayan
tzel1254,TZELTAL,n̪,Mayan
tzel1254,TZELTAL,o̞,Mayan
tzel1254,TZELTAL,p,Mayan
tzel1254,TZELTAL,pʼ,Mayan
tzel1254,TZELTAL,ɾ,Mayan
tzel1254,TZELTAL,s,Mayan
tzel1254,TZELTAL,s̪,Mayan
tzel1254,TZELTAL,t̪,Mayan
tzel1254,TZELTAL,ts,Mayan
tzel1254,TZELTAL,t̪s̪,Mayan
tzel1254,TZELTAL,tsʼ,Mayan
tzel1254,TZELTAL,t̪s̪ʼ,Mayan
tzel1254,TZELTAL,t̪ʼ,Mayan
tzel1254,TZELTAL,ʊ,Mayan
tzel1254,TZELTAL,w,Mayan
tzel1254,TZELTAL,y,Mayan
tzel1254,TZELTAL,ʔ,Mayan
ngar1284,NGARINJIN,a,Australian
ngar1284,NGARINJIN,c,Australian
ngar1284,NGARINJIN,ɛ,Australian
ngar1284,NGARINJIN,ɪ,Australian
ngar1284,NGARINJIN,ɨ,Australian
ngar1284,NGARINJIN,j,Australian
ngar1284,NGARINJIN,k,Australian
ngar1284,NGARINJIN,l,Australian
ngar1284,NGARINJIN,ɭ,Australian
ngar1284,NGARINJIN,ʎ,Australian
ngar1284,NGARINJIN,m,Australian
ngar1284,NGARINJIN,n,Australian
ngar1284,NGARINJIN,ɲ,Australian
ngar1284,NGARINJIN,ɳ,Australian
ngar1284,NGARINJIN,ŋ,Australian
ngar1284,NGARINJIN,ɔ,Australian
ngar1284,NGARINJIN,p,Australian
ngar1284,NGARINJIN,r,Australian
ngar1284,NGARINJIN,ɻ,Australian
ngar1284,NGARINJIN,ɾ,Australian
ngar1284,NGARINJIN,t,Australian
ngar1284,NGARINJIN,ʈ,Australian
ngar1284,NGARINJIN,ʊ,Australian
ngar1284,NGARINJIN,w,Australian
mund1320,MUNDARI,a,Austro-Asiatic
mund1320,MUNDARI,b,Austro-Asiatic
mund1320,MUNDARI,b̤,Austro-Asiatic
mund1320,MUNDARI,d̪,Austro-Asiatic
mund1320,MUNDARI,d̪̤,Austro-Asiatic
mund1320,MUNDARI,d̠ʒ,Austro-Asiatic
mund1320,MUNDARI,d̠ʒ̤,Austro-Asiatic
mund1320,MUNDARI,ɖ,Austro-Asiatic
mund1320,MUNDARI,ɖ̤,Austro-Asiatic
mund1320,MUNDARI,e̞,Austro-Asiatic
mund1320,MUNDARI,ɡ,Austro-Asiatic
mund1320,MUNDARI,ɡ̤,Austro-Asiatic
mund1320,MUNDARI,h,Austro-Asiatic
mund1320,MUNDARI,ɪ,Austro-Asiatic
mund1320,MUNDARI,j,Austro-Asiatic
mund1320,MUNDARI,k,Austro-Asiatic
mund1320,MUNDARI,kʰ,Austro-Asiatic
mund1320,MUNDARI,l̪,Austro-Asiatic
mund1320,MUNDARI,ɭ,Austro-Asiatic
mund1320,MUNDARI,m,Austro-Asiatic
mund1320,MUNDARI,n̪,Austro-Asiatic
mund1320,MUNDARI,ɳ,Austro-Asiatic
mund1320,MUNDARI,ŋ,Austro-Asiatic
mund1320,MUNDARI,o̞,Austro-Asiatic
mund1320,MUNDARI,p,Austro-Asiatic
mund1320,MUNDARI,pʰ,Austro-Asiatic
mund1320,MUNDARI,r,Austro-Asiatic
mund1320,MUNDARI,s,Austro-Asiatic
mund1320,MUNDARI,t̪,Austro-Asiatic
mund1320,MUNDARI,t̪ʰ,Austro-Asiatic
mund1320,MUNDARI,t̠ʃ,Austro-Asiatic
mund1320,MUNDARI,t̠ʃʰ,Austro-Asiatic
mund1320,MUNDARI,ʈ,Austro-Asiatic
mund1320,MUNDARI,ʈʰ,Austro-Asiatic
mund1320,MUNDARI,ʊ,Austro-Asiatic
mund1320,MUNDARI,w,Austro-Asiatic
mund1320,MUNDARI,ʔ,Austro-Asiatic
nort2690,UZBEK,æ,Altaic
nort2690,UZBEK,ɒ,Altaic
nort2690,UZBEK,b,Altaic
nort2690,UZBEK,d̪,Altaic
nort2690,UZBEK,d̠ʒ,Altaic
nort2690,UZBEK,e,Altaic
nort2690,UZBEK,f,Altaic
nort2690,UZBEK,ɡ,Altaic
nort2690,UZBEK,h,Altaic
nort2690,UZBEK,i,Altaic
nort2690,UZBEK,j,Altaic
nort2690,UZBEK,k,Altaic
nort2690,UZBEK,l,Altaic
nort2690,UZBEK,m,Altaic
nort2690,UZBEK,n̪,Altaic
nort2690,UZBEK,ŋ,Altaic
nort2690,UZBEK,ɵ,Altaic
nort2690,UZBEK,p,Altaic
nort2690,UZBEK,ɸ,Altaic
nort2690,UZBEK,q,Altaic
nort2690,UZBEK,ɾ,Altaic
nort2690,UZBEK,ʁ,Altaic
nort2690,UZBEK,s,Altaic
nort2690,UZBEK,ʃ,Altaic
nort2690,UZBEK,t̪,Altaic
nort2690,UZBEK,t̠ʃ,Altaic
nort2690,UZBEK,ʉ,Altaic
nort2690,UZBEK,z,Altaic
nort2690,UZBEK,β̞ˠ,Altaic
nort2690,UZBEK,χ,Altaic
vani1248,VANIMO,a,Skou
vani1248,VANIMO,ã,Skou
vani1248,VANIMO,b,Skou
vani1248,VANIMO,d,Skou
vani1248,VANIMO,d̠,Skou
vani1248,VANIMO,e,Skou
vani1248,VANIMO,ẽ,Skou
vani1248,VANIMO,ɛ,Skou
vani1248,VANIMO,ɛ̃,Skou
vani1248,VANIMO,ɦ,Skou
vani1248,VANIMO,i,Skou
vani1248,VANIMO,ĩ,Skou
vani1248,VANIMO,l,Skou
vani1248,VANIMO,m,Skou
vani1248,VANIMO,n,Skou
vani1248,VANIMO,n̠,Skou
vani1248,VANIMO,o,Skou
vani1248,VANIMO,õ,Skou
vani1248,VANIMO,ɔ,Skou
vani1248,VANIMO,ɔ̃,Skou
vani1248,VANIMO,ɵ,Skou
vani1248,VANIMO,ɵ̃,Skou
vani1248,VANIMO,p,Skou
vani1248,VANIMO,s,Skou
vani1248,VANIMO,t,Skou
vani1248,VANIMO,u,Skou
vani1248,VANIMO,ũ,Skou
vani1248,VANIMO,β,Skou
viet1252,VIETNAMESE,a,Austro-Asiatic
viet1252,VIETNAMESE,ɐ,Austro-Asiatic
viet1252,VIETNAMESE,ɓ,Austro-Asiatic
viet1252,VIETNAMESE,c,Austro-Asiatic
viet1252,VIETNAMESE,ɗ,Austro-Asiatic
viet1252,VIETNAMESE,e,Austro-Asiatic
viet1252,VIETNAMESE,ɛ,Austro-Asiatic
viet1252,VIETNAMESE,ɤ,Austro-Asiatic
viet1252,VIETNAMESE,f,Austro-Asiatic
viet1252,VIETNAMESE,ɣ,Austro-Asiatic
viet1252,VIETNAMESE,h,Austro-Asiatic
viet1252,VIETNAMESE,iʌ,Austro-Asiatic
viet1252,VIETNAMESE,ɪ,Austro-Asiatic
viet1252,VIETNAMESE,j,Austro-Asiatic
viet1252,VIETNAMESE,k,Austro-Asiatic
viet1252,VIETNAMESE,l̪,Austro-Asiatic
viet1252,VIETNAMESE,m,Austro-Asiatic
viet1252,VIETNAMESE,n̪,Austro-Asiatic
viet1252,VIETNAMESE,ɲ,Austro-Asiatic
viet1252,VIETNAMESE,ŋ,Austro-Asiatic
viet1252,VIETNAMESE,o,Austro-Asiatic
viet1252,VIETNAMESE,ɔ,Austro-Asiatic
viet1252,VIETNAMESE,p,Austro-Asiatic
viet1252,VIETNAMESE,s,Austro-Asiatic
viet1252,VIETNAMESE,t̪,Austro-Asiatic
viet1252,VIETNAMESE,t̪ʰ,Austro-Asiatic
viet1252,VIETNAMESE,uʌ,Austro-Asiatic
viet1252,VIETNAMESE,ɯ̞,Austro-Asiatic
viet1252,VIETNAMESE,ɯʌ,Austro-Asiatic
viet1252,VIETNAMESE,ʊ,Austro-Asiatic
viet1252,VIETNAMESE,v,Austro-Asiatic
viet1252,VIETNAMESE,ʌ,Austro-Asiatic
viet1252,VIETNAMESE,w,Austro-Asiatic
viet1252,VIETNAMESE,x,Austro-Asiatic
viet1252,VIETNAMESE,z,Austro-Asiatic
viet1252,VIETNAMESE,ʔ,Austro-Asiatic
mbab1239,MBABARAM,a,Australian
mbab1239,MBABARAM,b,Australian
mbab1239,MBABARAM,d̠,Australian
mbab1239,MBABARAM,d̪|d,Australian
mbab1239,MBABARAM,ɡ,Australian
mbab1239,MBABARAM,ɡʷ,Australian
mbab1239,MBABARAM,i,Australian
mbab1239,MBABARAM,j,Australian
mbab1239,MBABARAM,l̪|l,Australian
mbab1239,MBABARAM,m,Australian
mbab1239,MBABARAM,mb,Australian
mbab1239,MBABARAM,n̠,Australian
mbab1239,MBABARAM,n̪|n,Australian
mbab1239,MBABARAM,n̠d̠,Australian
mbab1239,MBABARAM,n̪d̪|nd,Australian
mbab1239,MBABARAM,ŋ,Australian
mbab1239,MBABARAM,ŋɡ,Australian
mbab1239,MBABARAM,ŋɡʷ,Australian
mbab1239,MBABARAM,ŋʷ,Australian
mbab1239,MBABARAM,r̪|r,Australian
mbab1239,MBABARAM,ɽ,Australian
mbab1239,MBABARAM,u,Australian
mbab1239,MBABARAM,ɯ,Australian
mbab1239,MBABARAM,w,Australian
wapp1239,WAPPO,a,Yukian
wapp1239,WAPPO,b,Yukian
wapp1239,WAPPO,d̪,Yukian
wapp1239,WAPPO,e̞,Yukian
wapp1239,WAPPO,f,Yukian
wapp1239,WAPPO,ɡ,Yukian
wapp1239,WAPPO,h,Yukian
wapp1239,WAPPO,i,Yukian
wapp1239,WAPPO,j,Yukian
wapp1239,WAPPO,j̰,Yukian
wapp1239,WAPPO,k,Yukian
wapp1239,WAPPO,kʼ,Yukian
wapp1239,WAPPO,l̪|l,Yukian
wapp1239,WAPPO,l̪̰|l̰,Yukian
wapp1239,WAPPO,m,Yukian
wapp1239,WAPPO,m̰,Yukian
wapp1239,WAPPO,n̪|n,Yukian
wapp1239,WAPPO,n̪̰|n̰,Yukian
wapp1239,WAPPO,o̞,Yukian
wapp1239,WAPPO,p,Yukian
wapp1239,WAPPO,pʼ,Yukian
