Glottocode,LanguageName,Phoneme,affiliation
cayu1262,CAYUVAVA,j,Language isolate
cayu1262,CAYUVAVA,k,Language isolate
cayu1262,CAYUVAVA,m,Language isolate
cayu1262,CAYUVAVA,n,Language isolate
cayu1262,CAYUVAVA,n̠,Language isolate
cayu1262,CAYUVAVA,o̞,Language isolate
cayu1262,CAYUVAVA,õ̞,Language isolate
cayu1262,CAYUVAVA,ɔ,Language isolate
cayu1262,CAYUVAVA,ɔ̃,Language isolate
cayu1262,CAYUVAVA,p,Language isolate
cayu1262,CAYUVAVA,ɾ,Language isolate
cayu1262,CAYUVAVA,s,Language isolate
cayu1262,CAYUVAVA,ʃ,Language isolate
cayu1262,CAYUVAVA,t,Language isolate
cayu1262,CAYUVAVA,t̠ʃ,Language isolate
cayu1262,CAYUVAVA,u,Language isolate
cayu1262,CAYUVAVA,ũ,Language isolate
cayu1262,CAYUVAVA,w,Language isolate
cayu1262,CAYUVAVA,β,Language isolate
dang1274,DANGALEAT,a,Afro-Asiatic
dang1274,DANGALEAT,b,Afro-Asiatic
dang1274,DANGALEAT,ɓ,Afro-Asiatic
dang1274,DANGALEAT,c,Afro-Asiatic
dang1274,DANGALEAT,d̪|d,Afro-Asiatic
dang1274,DANGALEAT,ɗ̪|ɗ,Afro-Asiatic
dang1274,DANGALEAT,e,Afro-Asiatic
dang1274,DANGALEAT,ɛ,Afro-Asiatic
dang1274,DANGALEAT,ɡ,Afro-Asiatic
dang1274,DANGALEAT,i,Afro-Asiatic
dang1274,DANGALEAT,j,Afro-Asiatic
dang1274,DANGALEAT,ɟ,Afro-Asiatic
dang1274,DANGALEAT,ʄ,Afro-Asiatic
dang1274,DANGALEAT,k,Afro-Asiatic
dang1274,DANGALEAT,l̠,Afro-Asiatic
dang1274,DANGALEAT,m,Afro-Asiatic
dang1274,DANGALEAT,n̪|n,Afro-Asiatic
dang1274,DANGALEAT,ɲ,Afro-Asiatic
dang1274,DANGALEAT,ŋ,Afro-Asiatic
dang1274,DANGALEAT,o,Afro-Asiatic
dang1274,DANGALEAT,ɔ,Afro-Asiatic
dang1274,DANGALEAT,p,Afro-Asiatic
dang1274,DANGALEAT,r̪|r,Afro-Asiatic
dang1274,DANGALEAT,ʃ,Afro-Asiatic
dang1274,DANGALEAT,t̪|t,Afro-Asiatic
dang1274,DANGALEAT,u,Afro-Asiatic
dang1274,DANGALEAT,w,Afro-Asiatic
dang1274,DANGALEAT,ʒ,Afro-Asiatic
dann1241,DAN,a,Niger-Congo
dann1241,DAN,ã,Niger-Congo
dann1241,DAN,a̟,Niger-Congo
dann1241,DAN,ã̟,Niger-Congo
dann1241,DAN,ɒ,Niger-Congo
dann1241,DAN,ɒ̃,Niger-Congo
dann1241,DAN,b,Niger-Congo
dann1241,DAN,ɓ,Niger-Congo
dann1241,DAN,d,Niger-Congo
dann1241,DAN,ᶑ,Niger-Congo
dann1241,DAN,e,Niger-Congo
dann1241,DAN,ẽ̞,Niger-Congo
dann1241,DAN,ə̃,Niger-Congo
dann1241,DAN,ɛ,Niger-Congo
dann1241,DAN,ɘ,Niger-Congo
dann1241,DAN,ɜ,Niger-Congo
dann1241,DAN,f,Niger-Congo
dann1241,DAN,ɡ,Niger-Congo
dann1241,DAN,ɡb,Niger-Congo
dann1241,DAN,i,Niger-Congo
dann1241,DAN,ĩ,Niger-Congo
dann1241,DAN,ɨ,Niger-Congo
dann1241,DAN,j,Niger-Congo
dann1241,DAN,k,Niger-Congo
dann1241,DAN,kp,Niger-Congo
dann1241,DAN,l,Niger-Congo
dann1241,DAN,m,Niger-Congo
dann1241,DAN,n,Niger-Congo
dann1241,DAN,o,Niger-Congo
dann1241,DAN,õ̞,Niger-Congo
dann1241,DAN,ɔ,Niger-Congo
dann1241,DAN,p,Niger-Congo
dann1241,DAN,s,Niger-Congo
dann1241,DAN,t,Niger-Congo
dann1241,DAN,u,Niger-Congo
dann1241,DAN,ũ,Niger-Congo
dann1241,DAN,v,Niger-Congo
dann1241,DAN,w,Niger-Congo
dann1241,DAN,z,Niger-Congo
dagb1246,DAGBANI,a,Niger-Congo
dagb1246,DAGBANI,b,Niger-Congo
dagb1246,DAGBANI,d̪|d,Niger-Congo
dagb1246,DAGBANI,d̠ʒ,Niger-Congo
dagb1246,DAGBANI,e̞,Niger-Congo
dagb1246,DAGBANI,ə,Niger-Congo
dagb1246,DAGBANI,f,Niger-Congo
dagb1246,DAGBANI,ɡ,Niger-Congo
dagb1246,DAGBANI,ɡb,Niger-Congo
dagb1246,DAGBANI,i,Niger-Congo
dagb1246,DAGBANI,j,Niger-Congo
dagb1246,DAGBANI,k,Niger-Congo
dagb1246,DAGBANI,kp,Niger-Congo
dagb1246,DAGBANI,l̪|l,Niger-Congo
dagb1246,DAGBANI,m,Niger-Congo
dagb1246,DAGBANI,n̪|n,Niger-Congo
dagb1246,DAGBANI,ɲ,Niger-Congo
dagb1246,DAGBANI,ŋ,Niger-Congo
dagb1246,DAGBANI,ŋm,Niger-Congo
dagb1246,DAGBANI,o̞,Niger-Congo
dagb1246,DAGBANI,p,Niger-Congo
dagb1246,DAGBANI,s̪|s,Niger-Congo
dagb1246,DAGBANI,ʃ,Niger-Congo
dagb1246,DAGBANI,t̪|t,Niger-Congo
dagb1246,DAGBANI,t̠ʃ,Niger-Congo
dagb1246,DAGBANI,u,Niger-Congo
dagb1246,DAGBANI,v,Niger-Congo
dagb1246,DAGBANI,w,Niger-Congo
dagb1246,DAGBANI,z̪|z,Niger-Congo
darf1239,DAJU,a,Nilo-Saharan
darf1239,DAJU,b,Nilo-Saharan
darf1239,DAJU,ɓ,Nilo-Saharan
darf1239,DAJU,c,Nilo-Saharan
darf1239,DAJU,d,Nilo-Saharan
darf1239,DAJU,ɗ,Nilo-Saharan
darf1239,DAJU,e̞,Nilo-Saharan
darf1239,DAJU,ə,Nilo-Saharan
darf1239,DAJU,ɡ,Nilo-Saharan
darf1239,DAJU,h,Nilo-Saharan
darf1239,DAJU,i,Nilo-Saharan
darf1239,DAJU,j,Nilo-Saharan
darf1239,DAJU,ɟ,Nilo-Saharan
darf1239,DAJU,ʄ,Nilo-Saharan
darf1239,DAJU,k,Nilo-Saharan
darf1239,DAJU,l,Nilo-Saharan
darf1239,DAJU,m,Nilo-Saharan
darf1239,DAJU,n,Nilo-Saharan
darf1239,DAJU,ɲ,Nilo-Saharan
darf1239,DAJU,ŋ,Nilo-Saharan
darf1239,DAJU,ɔ,Nilo-Saharan
darf1239,DAJU,p,Nilo-Saharan
darf1239,DAJU,r,Nilo-Saharan
darf1239,DAJU,ɽ,Nilo-Saharan
darf1239,DAJU,s,Nilo-Saharan
darf1239,DAJU,ʃ,Nilo-Saharan
darf1239,DAJU,t,Nilo-Saharan
darf1239,DAJU,u,Nilo-Saharan
darf1239,DAJU,w,Nilo-Saharan
darf1239,DAJU,χ,Nilo-Saharan
daha1245,DAHALO,a,Afro-Asiatic
daha1245,DAHALO,b,Afro-Asiatic
daha1245,DAHALO,ɓ,Afro-Asiatic
daha1245,DAHALO,d,Afro-Asiatic
daha1245,DAHALO,d̪,Afro-Asiatic
daha1245,DAHALO,ð,Afro-Asiatic
daha1245,DAHALO,d̪ɮ̪|dɮ,Afro-Asiatic
daha1245,DAHALO,dz,Afro-Asiatic
daha1245,DAHALO,d̠ʒ,Afro-Asiatic
daha1245,DAHALO,ɗ,Afro-Asiatic
daha1245,DAHALO,ɗ̠,Afro-Asiatic
daha1245,DAHALO,e̞,Afro-Asiatic
daha1245,DAHALO,f,Afro-Asiatic
daha1245,DAHALO,ɡ,Afro-Asiatic
daha1245,DAHALO,ɡʷ,Afro-Asiatic
daha1245,DAHALO,h,Afro-Asiatic
daha1245,DAHALO,ħ,Afro-Asiatic
daha1245,DAHALO,i,Afro-Asiatic
daha1245,DAHALO,j,Afro-Asiatic
daha1245,DAHALO,k,Afro-Asiatic
daha1245,DAHALO,kʷ,Afro-Asiatic
daha1245,DAHALO,kʷʼ,Afro-Asiatic
daha1245,DAHALO,kʼ,Afro-Asiatic
daha1245,DAHALO,kǀ͓,Afro-Asiatic
daha1245,DAHALO,l̪|l,Afro-Asiatic
daha1245,DAHALO,ɬ̪|ɬ,Afro-Asiatic
daha1245,DAHALO,m,Afro-Asiatic
daha1245,DAHALO,mb,Afro-Asiatic
daha1245,DAHALO,n,Afro-Asiatic
daha1245,DAHALO,n̠,Afro-Asiatic
daha1245,DAHALO,nd,Afro-Asiatic
daha1245,DAHALO,n̪d̪,Afro-Asiatic
daha1245,DAHALO,ndz,Afro-Asiatic
daha1245,DAHALO,n̠d̠ʒ,Afro-Asiatic
daha1245,DAHALO,ŋɡ,Afro-Asiatic
daha1245,DAHALO,ŋɡʷ,Afro-Asiatic
daha1245,DAHALO,ŋǀ͓,Afro-Asiatic
daha1245,DAHALO,o̞,Afro-Asiatic
daha1245,DAHALO,p,Afro-Asiatic
daha1245,DAHALO,pʼ,Afro-Asiatic
daha1245,DAHALO,R,Afro-Asiatic
daha1245,DAHALO,s,Afro-Asiatic
daha1245,DAHALO,ʃ,Afro-Asiatic
daha1245,DAHALO,t,Afro-Asiatic
daha1245,DAHALO,t̪,Afro-Asiatic
daha1245,DAHALO,t̪ɬ̪|tɬ,Afro-Asiatic
daha1245,DAHALO,t̪ɬ̪ʼ|tɬʼ,Afro-Asiatic
daha1245,DAHALO,ts,Afro-Asiatic
daha1245,DAHALO,tsʼ,Afro-Asiatic
daha1245,DAHALO,t̠ʃ,Afro-Asiatic
daha1245,DAHALO,t̠ʃʼ,Afro-Asiatic
daha1245,DAHALO,tʼ,Afro-Asiatic
daha1245,DAHALO,t̪ʼ,Afro-Asiatic
daha1245,DAHALO,u,Afro-Asiatic
daha1245,DAHALO,v,Afro-Asiatic
daha1245,DAHALO,w,Afro-Asiatic
daha1245,DAHALO,ʔ,Afro-Asiatic
daha1245,DAHALO,ʕ,Afro-Asiatic
daha1245,DAHALO,β,Afro-Asiatic
nyis1236,DAFLA,ɑ,Sino-Tibetan
nyis1236,DAFLA,b,Sino-Tibetan
nyis1236,DAFLA,d̪|d,Sino-Tibetan
nyis1236,DAFLA,ɛ,Sino-Tibetan
nyis1236,DAFLA,ɡ,Sino-Tibetan
nyis1236,DAFLA,ɦ,Sino-Tibetan
nyis1236,DAFLA,i,Sino-Tibetan
nyis1236,DAFLA,i̥,Sino-Tibetan
nyis1236,DAFLA,j,Sino-Tibetan
nyis1236,DAFLA,k,Sino-Tibetan
nyis1236,DAFLA,l̪,Sino-Tibetan
nyis1236,DAFLA,m,Sino-Tibetan
nyis1236,DAFLA,n̪|n,Sino-Tibetan
nyis1236,DAFLA,ŋ,Sino-Tibetan
nyis1236,DAFLA,ɔ,Sino-Tibetan
nyis1236,DAFLA,p,Sino-Tibetan
nyis1236,DAFLA,r,Sino-Tibetan
nyis1236,DAFLA,s̪|s,Sino-Tibetan
nyis1236,DAFLA,t̪|t,Sino-Tibetan
nyis1236,DAFLA,u,Sino-Tibetan
nyis1236,DAFLA,u̥,Sino-Tibetan
nyis1236,DAFLA,ɯ,Sino-Tibetan
nyis1236,DAFLA,ʌ,Sino-Tibetan
nyis1236,DAFLA,x,Sino-Tibetan
dyir1250,DYIRBAL,a,Australian
dyir1250,DYIRBAL,b,Australian
dyir1250,DYIRBAL,d,Australian
dyir1250,DYIRBAL,ɡ,Australian
dyir1250,DYIRBAL,i,Australian
dyir1250,DYIRBAL,j,Australian
dyir1250,DYIRBAL,ɟ,Australian
dyir1250,DYIRBAL,l,Australian
dyir1250,DYIRBAL,m,Australian
dyir1250,DYIRBAL,n,Australian
dyir1250,DYIRBAL,ɲ,Australian
dyir1250,DYIRBAL,ŋ,Australian
dyir1250,DYIRBAL,r,Australian
dyir1250,DYIRBAL,ɻ,Australian
dyir1250,DYIRBAL,u,Australian
dyir1250,DYIRBAL,w,Australian
stan1295,GERMAN,aː,Indo-European
stan1295,GERMAN,ai,Indo-European
stan1295,GERMAN,au,Indo-European
stan1295,GERMAN,ɐ,Indo-European
stan1295,GERMAN,b,Indo-European
stan1295,GERMAN,d,Indo-European
stan1295,GERMAN,eː,Indo-European
stan1295,GERMAN,ə,Indo-European
stan1295,GERMAN,ɛ,Indo-European
stan1295,GERMAN,ɛː,Indo-European
stan1295,GERMAN,f,Indo-European
stan1295,GERMAN,ɡ,Indo-European
stan1295,GERMAN,h,Indo-European
stan1295,GERMAN,iː,Indo-European
stan1295,GERMAN,ɪ,Indo-European
stan1295,GERMAN,j,Indo-European
stan1295,GERMAN,k,Indo-European
stan1295,GERMAN,l,Indo-European
stan1295,GERMAN,m,Indo-European
stan1295,GERMAN,n,Indo-European
stan1295,GERMAN,ŋ,Indo-European
stan1295,GERMAN,oː,Indo-European
stan1295,GERMAN,øː,Indo-European
stan1295,GERMAN,œ,Indo-European
stan1295,GERMAN,ɔ,Indo-European
stan1295,GERMAN,ɔi,Indo-European
stan1295,GERMAN,p,Indo-European
stan1295,GERMAN,pf,Indo-European
stan1295,GERMAN,ʀ,Indo-European
stan1295,GERMAN,s,Indo-European
stan1295,GERMAN,ʃ,Indo-European
stan1295,GERMAN,t,Indo-European
stan1295,GERMAN,ts,Indo-European
stan1295,GERMAN,uː,Indo-European
stan1295,GERMAN,ʊ,Indo-European
stan1295,GERMAN,v,Indo-European
stan1295,GERMAN,x,Indo-European
stan1295,GERMAN,yː,Indo-European
stan1295,GERMAN,ʏ,Indo-European
stan1295,GERMAN,z,Indo-European
stan1295,GERMAN,ʒ,Indo-European
dier1241,DIYARI,a,Australian
dier1241,DIYARI,c,Australian
dier1241,DIYARI,ᴅ,Australian
dier1241,DIYARI,ɖ,Australian
dier1241,DIYARI,i,Australian
dier1241,DIYARI,j,Australian
dier1241,DIYARI,k,Australian
dier1241,DIYARI,l,Australian
dier1241,DIYARI,l̪,Australian
dier1241,DIYARI,ɭ,Australian
dier1241,DIYARI,ʎ,Australian
dier1241,DIYARI,m,Australian
dier1241,DIYARI,n,Australian
dier1241,DIYARI,n̪,Australian
dier1241,DIYARI,ɲ,Australian
dier1241,DIYARI,ɳ,Australian
dier1241,DIYARI,ŋ,Australian
dier1241,DIYARI,p,Australian
dier1241,DIYARI,r,Australian
dier1241,DIYARI,ɻ,Australian
dier1241,DIYARI,t,Australian
dier1241,DIYARI,t̪,Australian
dier1241,DIYARI,ʈ,Australian
dier1241,DIYARI,u,Australian
dier1241,DIYARI,w,Australian
kumi1248,DIEGUENO,a,Cochim\'i-Yuman
kumi1248,DIEGUENO,aː,Cochim\'i-Yuman
kumi1248,DIEGUENO,eː,Cochim\'i-Yuman
kumi1248,DIEGUENO,ə,Cochim\'i-Yuman
kumi1248,DIEGUENO,ɪ,Cochim\'i-Yuman
kumi1248,DIEGUENO,j,Cochim\'i-Yuman
kumi1248,DIEGUENO,k,Cochim\'i-Yuman
kumi1248,DIEGUENO,kʷ,Cochim\'i-Yuman
kumi1248,DIEGUENO,l,Cochim\'i-Yuman
kumi1248,DIEGUENO,l̪,Cochim\'i-Yuman
kumi1248,DIEGUENO,ɬ,Cochim\'i-Yuman
kumi1248,DIEGUENO,ɮ̪,Cochim\'i-Yuman
kumi1248,DIEGUENO,m,Cochim\'i-Yuman
kumi1248,DIEGUENO,n,Cochim\'i-Yuman
kumi1248,DIEGUENO,n̠,Cochim\'i-Yuman
kumi1248,DIEGUENO,n̪,Cochim\'i-Yuman
kumi1248,DIEGUENO,oː,Cochim\'i-Yuman
kumi1248,DIEGUENO,ɔ,Cochim\'i-Yuman
kumi1248,DIEGUENO,ɔː,Cochim\'i-Yuman
kumi1248,DIEGUENO,p,Cochim\'i-Yuman
kumi1248,DIEGUENO,q,Cochim\'i-Yuman
kumi1248,DIEGUENO,r,Cochim\'i-Yuman
kumi1248,DIEGUENO,ɹ,Cochim\'i-Yuman
kumi1248,DIEGUENO,s,Cochim\'i-Yuman
kumi1248,DIEGUENO,s̪,Cochim\'i-Yuman
kumi1248,DIEGUENO,t,Cochim\'i-Yuman
kumi1248,DIEGUENO,t̪,Cochim\'i-Yuman
kumi1248,DIEGUENO,t̠ʃ,Cochim\'i-Yuman
kumi1248,DIEGUENO,ʊ,Cochim\'i-Yuman
kumi1248,DIEGUENO,w,Cochim\'i-Yuman
kumi1248,DIEGUENO,x,Cochim\'i-Yuman
kumi1248,DIEGUENO,xʷ,Cochim\'i-Yuman
kumi1248,DIEGUENO,ʔ,Cochim\'i-Yuman
kumi1248,DIEGUENO,β,Cochim\'i-Yuman
nort2815,DINKA,a̤,Nilo-Saharan
nort2815,DINKA,a̰,Nilo-Saharan
nort2815,DINKA,b,Nilo-Saharan
nort2815,DINKA,c,Nilo-Saharan
nort2815,DINKA,d,Nilo-Saharan
nort2815,DINKA,d̪,Nilo-Saharan
nort2815,DINKA,e̤,Nilo-Saharan
nort2815,DINKA,ḛ,Nilo-Saharan
nort2815,DINKA,ɛ̤,Nilo-Saharan
nort2815,DINKA,ɛ̰,Nilo-Saharan
nort2815,DINKA,ɡ,Nilo-Saharan
nort2815,DINKA,i̤,Nilo-Saharan
nort2815,DINKA,ḭ,Nilo-Saharan
nort2815,DINKA,j,Nilo-Saharan
nort2815,DINKA,ɟ,Nilo-Saharan
nort2815,DINKA,k,Nilo-Saharan
nort2815,DINKA,l,Nilo-Saharan
nort2815,DINKA,m,Nilo-Saharan
nort2815,DINKA,n,Nilo-Saharan
nort2815,DINKA,n̪,Nilo-Saharan
nort2815,DINKA,ɲ,Nilo-Saharan
nort2815,DINKA,ŋ,Nilo-Saharan
nort2815,DINKA,o̤,Nilo-Saharan
nort2815,DINKA,o̰,Nilo-Saharan
nort2815,DINKA,ɔ̤,Nilo-Saharan
nort2815,DINKA,ɔ̰,Nilo-Saharan
nort2815,DINKA,p,Nilo-Saharan
nort2815,DINKA,r,Nilo-Saharan
nort2815,DINKA,t,Nilo-Saharan
nort2815,DINKA,t̪,Nilo-Saharan
nort2815,DINKA,ṳ,Nilo-Saharan
nort2815,DINKA,w,Nilo-Saharan
lowe1415,DANI,a,Trans-New Guinea
lowe1415,DANI,ai,Trans-New Guinea
lowe1415,DANI,au,Trans-New Guinea
lowe1415,DANI,e̞,Trans-New Guinea
lowe1415,DANI,e̞i,Trans-New Guinea
lowe1415,DANI,h,Trans-New Guinea
lowe1415,DANI,i,Trans-New Guinea
lowe1415,DANI,ɪ,Trans-New Guinea
lowe1415,DANI,j,Trans-New Guinea
lowe1415,DANI,k,Trans-New Guinea
lowe1415,DANI,kʷ,Trans-New Guinea
lowe1415,DANI,l̪|l,Trans-New Guinea
lowe1415,DANI,m,Trans-New Guinea
lowe1415,DANI,n̪|n,Trans-New Guinea
lowe1415,DANI,o̞,Trans-New Guinea
lowe1415,DANI,o̞i,Trans-New Guinea
lowe1415,DANI,o̞u,Trans-New Guinea
lowe1415,DANI,p,Trans-New Guinea
lowe1415,DANI,s̪|s,Trans-New Guinea
lowe1415,DANI,t̪|t,Trans-New Guinea
lowe1415,DANI,u,Trans-New Guinea
lowe1415,DANI,ʊ,Trans-New Guinea
lowe1415,DANI,w,Trans-New Guinea
lowe1415,DANI,ʔ,Trans-New Guinea
nort2735,KAM,a,Tai-Kadai
nort2735,KAM,ɐ,Tai-Kadai
nort2735,KAM,c,Tai-Kadai
nort2735,KAM,ç,Tai-Kadai
nort2735,KAM,e̞,Tai-Kadai
nort2735,KAM,ə,Tai-Kadai
nort2735,KAM,i,Tai-Kadai
nort2735,KAM,j,Tai-Kadai
nort2735,KAM,k,Tai-Kadai
nort2735,KAM,kʷ,Tai-Kadai
nort2735,KAM,l,Tai-Kadai
nort2735,KAM,lʲ,Tai-Kadai
nort2735,KAM,m,Tai-Kadai
nort2735,KAM,mʲ,Tai-Kadai
nort2735,KAM,n,Tai-Kadai
nort2735,KAM,ɲ,Tai-Kadai
nort2735,KAM,ŋ,Tai-Kadai
nort2735,KAM,ŋʷ,Tai-Kadai
nort2735,KAM,o̞,Tai-Kadai
nort2735,KAM,p,Tai-Kadai
nort2735,KAM,pʲ,Tai-Kadai
nort2735,KAM,s,Tai-Kadai
nort2735,KAM,t,Tai-Kadai
nort2735,KAM,u,Tai-Kadai
nort2735,KAM,w,Tai-Kadai
nort2735,KAM,ʔ,Tai-Kadai
nort2735,KAM,χ,Tai-Kadai
doya1240,DOAYO,a,Niger-Congo
doya1240,DOAYO,ã,Niger-Congo
doya1240,DOAYO,b,Niger-Congo
doya1240,DOAYO,ɓ,Niger-Congo
doya1240,DOAYO,d̪|d,Niger-Congo
doya1240,DOAYO,ɗ̪|ɗ,Niger-Congo
doya1240,DOAYO,e,Niger-Congo
doya1240,DOAYO,ɛ,Niger-Congo
doya1240,DOAYO,ɛ̃,Niger-Congo
doya1240,DOAYO,f,Niger-Congo
doya1240,DOAYO,ɡ,Niger-Congo
doya1240,DOAYO,ɡb,Niger-Congo
doya1240,DOAYO,h,Niger-Congo
doya1240,DOAYO,i,Niger-Congo
doya1240,DOAYO,ĩ,Niger-Congo
doya1240,DOAYO,j,Niger-Congo
doya1240,DOAYO,k,Niger-Congo
doya1240,DOAYO,kp,Niger-Congo
doya1240,DOAYO,l̪|l,Niger-Congo
doya1240,DOAYO,m,Niger-Congo
doya1240,DOAYO,n̪|n,Niger-Congo
doya1240,DOAYO,ŋ,Niger-Congo
doya1240,DOAYO,o,Niger-Congo
doya1240,DOAYO,ɔ,Niger-Congo
doya1240,DOAYO,ɔ̃,Niger-Congo
doya1240,DOAYO,p,Niger-Congo
doya1240,DOAYO,R̪|R,Niger-Congo
doya1240,DOAYO,s̪|s,Niger-Congo
doya1240,DOAYO,t̪|t,Niger-Congo
doya1240,DOAYO,u,Niger-Congo
doya1240,DOAYO,ũ,Niger-Congo
doya1240,DOAYO,v,Niger-Congo
doya1240,DOAYO,w,Niger-Congo
doya1240,DOAYO,z̪|z,Niger-Congo
ruka1240,RUKAI,a,Austronesian
ruka1240,RUKAI,b,Austronesian
ruka1240,RUKAI,d̪,Austronesian
ruka1240,RUKAI,ð,Austronesian
ruka1240,RUKAI,ɖ,Austronesian
ruka1240,RUKAI,ɡ,Austronesian
ruka1240,RUKAI,h,Austronesian
ruka1240,RUKAI,i,Austronesian
ruka1240,RUKAI,j,Austronesian
ruka1240,RUKAI,k,Austronesian
ruka1240,RUKAI,l,Austronesian
ruka1240,RUKAI,ɭ,Austronesian
ruka1240,RUKAI,m,Austronesian
ruka1240,RUKAI,n,Austronesian
ruka1240,RUKAI,ŋ,Austronesian
ruka1240,RUKAI,p,Austronesian
ruka1240,RUKAI,r,Austronesian
ruka1240,RUKAI,s,Austronesian
ruka1240,RUKAI,t̪,Austronesian
ruka1240,RUKAI,ts,Austronesian
ruka1240,RUKAI,ʈ,Austronesian
ruka1240,RUKAI,u,Austronesian
ruka1240,RUKAI,ɯ,Austronesian
ruka1240,RUKAI,v,Austronesian
ruka1240,RUKAI,w,Austronesian
ruka1240,RUKAI,ʔ,Austronesian
ruka1240,RUKAI,θ,Austronesian
daur1238,DAGUR,a,Altaic
daur1238,DAGUR,b,Altaic
daur1238,DAGUR,d̪|d,Altaic
daur1238,DAGUR,d̠ʒ,Altaic
daur1238,DAGUR,ɖʐ,Altaic
daur1238,DAGUR,e,Altaic
daur1238,DAGUR,ə,Altaic
daur1238,DAGUR,f,Altaic
daur1238,DAGUR,ɡ,Altaic
daur1238,DAGUR,i,Altaic
daur1238,DAGUR,j,Altaic
daur1238,DAGUR,k,Altaic
daur1238,DAGUR,l̪|l,Altaic
daur1238,DAGUR,m,Altaic
daur1238,DAGUR,n̪|n,Altaic
daur1238,DAGUR,ŋ,Altaic
daur1238,DAGUR,ɔ,Altaic
daur1238,DAGUR,p,Altaic
daur1238,DAGUR,R̪|R,Altaic
daur1238,DAGUR,ʂ,Altaic
daur1238,DAGUR,ʃ,Altaic
daur1238,DAGUR,t̪|t,Altaic
daur1238,DAGUR,t̠ʃ,Altaic
daur1238,DAGUR,ʈʂ,Altaic
daur1238,DAGUR,u,Altaic
daur1238,DAGUR,w,Altaic
daur1238,DAGUR,x,Altaic
daur1238,DAGUR,y,Altaic
daur1238,DAGUR,ʐ,Altaic
toro1252,DOGON,a,Niger-Congo
toro1252,DOGON,ã,Niger-Congo
toro1252,DOGON,b,Niger-Congo
toro1252,DOGON,d̪|d,Niger-Congo
toro1252,DOGON,d̠ʒ,Niger-Congo
toro1252,DOGON,ᴅ,Niger-Congo
toro1252,DOGON,e,Niger-Congo
toro1252,DOGON,ẽ,Niger-Congo
toro1252,DOGON,ɛ,Niger-Congo
toro1252,DOGON,ɡ,Niger-Congo
toro1252,DOGON,h,Niger-Congo
toro1252,DOGON,i,Niger-Congo
toro1252,DOGON,ĩ,Niger-Congo
toro1252,DOGON,j,Niger-Congo
toro1252,DOGON,k,Niger-Congo
toro1252,DOGON,l̪|l,Niger-Congo
toro1252,DOGON,m,Niger-Congo
toro1252,DOGON,n̪|n,Niger-Congo
toro1252,DOGON,ɲ,Niger-Congo
toro1252,DOGON,o,Niger-Congo
toro1252,DOGON,õ,Niger-Congo
toro1252,DOGON,ɔ,Niger-Congo
toro1252,DOGON,p,Niger-Congo
toro1252,DOGON,s̪|s,Niger-Congo
toro1252,DOGON,t̪|t,Niger-Congo
toro1252,DOGON,u,Niger-Congo
toro1252,DOGON,ũ,Niger-Congo
toro1252,DOGON,w,Niger-Congo
dhuw1249,YOLNGU,ɐ,Australian
dhuw1249,YOLNGU,ɪ,Australian
dhuw1249,YOLNGU,j,Australian
dhuw1249,YOLNGU,k,Australian
dhuw1249,YOLNGU,l,Australian
dhuw1249,YOLNGU,ɭ,Australian
dhuw1249,YOLNGU,m,Australian
dhuw1249,YOLNGU,n,Australian
dhuw1249,YOLNGU,n̠,Australian
dhuw1249,YOLNGU,n̪,Australian
dhuw1249,YOLNGU,ɳ,Australian
dhuw1249,YOLNGU,ŋ,Australian
dhuw1249,YOLNGU,p,Australian
dhuw1249,YOLNGU,r,Australian
dhuw1249,YOLNGU,ɻ,Australian
dhuw1249,YOLNGU,ɽ,Australian
dhuw1249,YOLNGU,t,Australian
dhuw1249,YOLNGU,t̠,Australian
dhuw1249,YOLNGU,t̪,Australian
dhuw1249,YOLNGU,ʈ,Australian
dhuw1249,YOLNGU,ʊ,Australian
dhuw1249,YOLNGU,w,Australian
dhuw1249,YOLNGU,ʔ,Australian
jola1263,DIOLA,a,Niger-Congo
jola1263,DIOLA,b,Niger-Congo
jola1263,DIOLA,c,Niger-Congo
jola1263,DIOLA,d,Niger-Congo
jola1263,DIOLA,e,Niger-Congo
jola1263,DIOLA,ɛ,Niger-Congo
jola1263,DIOLA,ɘ,Niger-Congo
jola1263,DIOLA,f,Niger-Congo
jola1263,DIOLA,ɡ,Niger-Congo
jola1263,DIOLA,h,Niger-Congo
jola1263,DIOLA,i,Niger-Congo
jola1263,DIOLA,ɪ,Niger-Congo
jola1263,DIOLA,j,Niger-Congo
jola1263,DIOLA,ɟ,Niger-Congo
jola1263,DIOLA,k,Niger-Congo
jola1263,DIOLA,l,Niger-Congo
jola1263,DIOLA,m,Niger-Congo
jola1263,DIOLA,n,Niger-Congo
jola1263,DIOLA,ɲ,Niger-Congo
jola1263,DIOLA,ŋ,Niger-Congo
jola1263,DIOLA,o,Niger-Congo
jola1263,DIOLA,ɔ,Niger-Congo
jola1263,DIOLA,p,Niger-Congo
jola1263,DIOLA,ɾ,Niger-Congo
jola1263,DIOLA,s,Niger-Congo
jola1263,DIOLA,t,Niger-Congo
jola1263,DIOLA,u,Niger-Congo
jola1263,DIOLA,ʊ,Niger-Congo
jola1263,DIOLA,w,Niger-Congo
efik1245,EFIK,a,Niger-Congo
efik1245,EFIK,b,Niger-Congo
efik1245,EFIK,d,Niger-Congo
efik1245,EFIK,e,Niger-Congo
efik1245,EFIK,ɛ,Niger-Congo
